,source,source_delfy,target,target_delfy
4010,Translate this sentence from eng to afr: They are smiling all the way to the bank.,1.1575154937998819e-05,Hulle smile al die pad bank toe.,5.187285607824523e-06
4011,Translate this sentence from eng to afr: We all need to play The Fool sometimes.,6.644319923190603e-06,Almal speel die fool soms.,7.2608524509478226e-06
4012,Translate this sentence from eng to afr: As soon as you start planning a business.,3.412624320668664e-06,As soon as you begin wedding plans.,3.5211444002618463e-05
4013,"Translate this sentence from eng to afr: ""In 58% of cases, the perpetrators refuse to receive treatment",1.010602770594856e-05,"""In 58% van die gevalle, die oortreders weier om behandeling te ontvang",8.442234361792542e-06
4014,"Translate this sentence from eng to afr: The U.S. Embassy warned its citizens on May 13 that hospitals in the main city Dar es Salaam were ""overwhelmed,"" an assertion denied at the time by the Tanzanian government.",7.914073117596888e-06,"Die Amerikaanse ambassade het sy burgers op 13 Mei gewaarsku dat hospitale in die hoofstad, Dar es Salaam, ""oorweldig"" is, maar die Tanzaniese regering het dit toe ontken.",9.763337365674872e-06
4015,"Translate this sentence from eng to afr: He coined the word ""alcohol,"" and in 1526 he used the name ""zink"" for the element zinc, based on the sharp-pointed appearance of its crystals after smelting and the old German word ""zinke"" for pointed.",8.429871279031048e-06,"Hy het die woord ""alkohol"" laat skyn, en in 1526 gebruik hy die naam ""sink"" vir die element sink, gebaseer op die skerp puntige voorkoms van die kristalle na smelt en die ou Duitse woord ""zinke.""",1.3521795297044444e-05
4016,Translate this sentence from eng to afr: The Aye-ayes,4.2805343804672e-06,die Aye-Ayes,1.8152131126863245e-05
4017,"Translate this sentence from eng to afr: Reincarnated into a brand new world filled with magic and monsters, the king has a second likelihood to relive his life.",4.78326624686754e-06,"Reïnkarnasie in 'n nuwe wêreld gevul met towery en monsters, het die koning 'n tweede kans om sy lewe te herleef.",9.120586598705944e-06
4018,"Translate this sentence from eng to afr: It's just how we are, I guess.""",3.0369605594391324e-06,"Dit is net soos ek is, dink ek. """,0.00010164406323494523
4019,"Translate this sentence from eng to afr: Technically, anyone can practice before the IRS.",8.319437823879498e-06,Tegnies kan enige iemand voor die IRS oefen.,5.96599615321326e-06
4020,"Translate this sentence from eng to afr: Fortunately, you don't have to lose that visitor.",3.5262968663111337e-06,Gelukkig hoef jy nie die besoeker te verloor nie.,4.034964395191955e-06
4021,"Translate this sentence from eng to afr: That's a good dog, good dog!",6.452884422152071e-08,Goede hond; mooi hond!,1.7184523888390946e-07
4022,Translate this sentence from eng to afr: if i were a wolf,9.807168013410941e-06,As ek 'n Wolf was,2.1782557352236004e-05
4023,"Translate this sentence from eng to afr: My colleagues and I (located at the University of California, Merced, California State University, Stanislaus, and Michigan State University) looked at how Latinos in California used the Internet for health information in a recent study published in the Journal of Medical Internet Research.",3.502188230964131e-06,"My kollegas en ek (geleë aan die Universiteit van Kalifornië, Merced, California State University, Stanislaus en Michigan State University) het gekyk hoe Latinos in Kalifornië die internet gebruik het vir gesondheidsinligting in 'n onlangse studie gepubliseer in die Journal of Internet Medical Research.",1.2430342945221312e-05
4024,"Translate this sentence from eng to afr: ""Then, on 21 March this year, you'll be able to update your spellcheck dictionary and get rid of the red line beneath your name - and the names of all your friends and family too.""",3.3009175645260805e-06,"""Op 21 Maart sal jy jou rekenaar se speltoetser kan opgradeer en ontslae raak van daardie rooi lyn onder jou naam - en ook onder die name van jou vriende en familie.",5.6980852710253985e-06
4025,Translate this sentence from eng to afr: What daddies do.,3.852480703525513e-06,Wat vaders doen.,3.275498409869561e-06
4026,"Translate this sentence from eng to afr: ""Those plants are dangerous.",1.8522252323765384e-05,Baie plante is gevaarlik.,6.682060379886629e-06
4027,"Translate this sentence from eng to afr: For example, they all contained 3% avobenzone, and the maximum permitted concentration is 5%.",1.5809350948786427e-05,"Byvoorbeeld, hulle het almal 3% avobenzone, en die maksimum toelaatbare konsentrasie is 5%.",1.062638151544898e-05
4028,Translate this sentence from eng to afr: Everything happens on an ordinary day.,3.861472638332783e-06,Alles het op 'n doodgewone aand gebeur.,5.229028590704855e-06
4029,Translate this sentence from eng to afr: Not since he'd played for his maman.,3.970826173539084e-06,Nog nooit vandat hy van sy ma geskei is nie.,7.024145618112325e-06
4030,Translate this sentence from eng to afr: Self-Proclaimed Geek,1.3568970317823406e-05,Self-professed gem geek,3.125887884760417e-05
4031,"Translate this sentence from eng to afr: The stem is slender, branching,",1.1509164193315832e-05,"die Stimme eisig klirrend,",2.7228196690294868e-05
4032,Translate this sentence from eng to afr: Can't wait to hear more from you Lisää,3.1339040718759467e-06,Kan nie wag om meer van jou te hoor nie😊,4.559733736706554e-06
4033,Translate this sentence from eng to afr: This stuff is from 1964.,1.1509164193315832e-05,Die kwessie was van 1964.,1.462310414818962e-05
4034,"Translate this sentence from eng to afr: The chef, whose full name is William Todd English, is the creative force behind a number of restaurants around the country, including Olives and Figs and Fish Club.",3.7187444874480993e-06,"Die sjef, wie se volledige naam William Todd English is, is die kreatiewe krag agter 'n aantal restaurante regoor die land, waaronder Olives, Figs and Fish Club.",8.684726877810209e-06
4035,"Translate this sentence from eng to afr: Reopening scheduled for November, 2017",4.985002671714466e-06,Geplande revisie november 2017,1.8153655934316046e-05
4036,"Translate this sentence from eng to afr: (He wanders away, but not for long.)",2.751879771520233e-06,"(Hy bly tans elders, maar nog nie lank nie.)",9.88110886624554e-06
4037,Translate this sentence from eng to afr: Saving Your Marriage After An Affair.,6.638125435961424e-06,Herstel jou huwelik van 'n affair.,6.181091693632176e-06
4038,Translate this sentence from eng to afr: I am glad I am not in city at this time.,6.869318778398123e-06,ek is bly ek's nie nou in kaapstad nie,2.0169037255801122e-05
4039,Translate this sentence from eng to afr: A: It's difficult to say at this stage.,1.4528262973627402e-05,A: Op hierdie stadium is dit moeilik om te sê.,3.510767930991805e-05
4040,Translate this sentence from eng to afr: It's a natural action of our body.,1.4107464247863446e-05,Dit is 'n natuurlike funksie van ons liggaam.,3.339507424589105e-05
4041,"Translate this sentence from eng to afr: When eying a map of the Pacific, the planners could see that the ideal bases for the bombers would be on Guam and the Mariana Islands (such as Saipan and Tinian).",1.1339648180962083e-05,"As hulle 'n kaart van die Stille Oseaan bekyk, kon die beplanners sien dat die ideale basisse vir die bomwerpers op Guam en die Mariana-eilande (soos Saipan en Tinian) sou wees.",1.1947597735836406e-05
4042,"Translate this sentence from eng to afr: In 2018, 90% of businesses now actively use social media.",8.299406549349698e-06,In 2018 gebruik 90% van die ondernemings sosiale media aktief,1.694454215801805e-06
4043,"Translate this sentence from eng to afr: The Minerals Council of South Africa has warned that 90 000 jobs in South Africa's platinum industry are at risk due to a combination of strikes, weak demand, declining productivity, growth in recycling and the rising cost of electricity.",4.194395104886035e-06,"Die Mineraleraad van Suid-Afrika het gewaarsku dat 90 000 poste in die platinumbedryf weens 'n kombinasie van stakings, swak vraag, daling in produksie en die stygende koste van elektrisiteit in gevaar is.",9.354822002543758e-06
4044,Translate this sentence from eng to afr: Why do I get Booted Off the Internet?,2.569531890008719e-06,Hoekom wil my netwerk my internet afsny?,3.0243458023114387e-06
4045,"Translate this sentence from eng to afr: It's important for adults to read too.""",4.057270603432882e-06,"Volwassenes kan ook gerus die boek lees.""",4.980903547426727e-06
4046,"Translate this sentence from eng to afr: Lust, the first stage, is driven by the sex hormones testosterone and oestrogen.",1.2293033591695391e-05,"Lust, die eerste fase, word gedryf deur die seks hormone testosteroon en estrogeen.",1.335436566375304e-05
4047,"Translate this sentence from eng to afr: the genius, and the compassionate",1.0176727738367554e-05,Magtige Heer en Heiland,1.0210781904868205e-05
4048,"Translate this sentence from eng to afr: When he announced his intention to nominate Barrett, President Donald Trump said that ""rulings that the Supreme Court will issue in the coming years will decide the survival of our Second Amendment, our religious liberty, our public safety and so much more.""",3.9071326272990815e-06,"Trump was duidelik oor sy keuse van Barret: ""Uitsprake wat die federale hooggeregshof in die komende jare sal uitreik, sal die voortbestaan   van ons tweede wysiging, ons godsdiensvryheid, ons openbare veiligheid en soveel meer beslis.",6.659170939674992e-06
4049,Translate this sentence from eng to afr: What will become of the young Princess?,2.0096197194787107e-06,Wat het dan van Prinses geword?,1.8519075140679293e-05
4050,Translate this sentence from eng to afr: That's an incredible plugin.,1.0621526609616691e-05,Ek dink dit is 'n ongelooflike plugin.,1.7228592677830816e-05
4051,"Translate this sentence from eng to afr: ""Does it mean that if you are a well-known person there has to be an infringement on your rights?",8.83342255632027e-06,"""Beteken dit as jy ʼn bekende persoon is, dat daar inbreuk op jou regte gemaak kan word?""",5.044355935368024e-06
4052,Translate this sentence from eng to afr: Ice hockey player Derek Thompson (Dwayne Johnson) is known as the 'tooth fairy'.,1.0319643123087114e-05,Die yshokkiespeler Derek Thompson (Dwayne Johnson) staan   bekend as die 'tandefee'.,1.569226881034332e-05
4053,Translate this sentence from eng to afr: What really matters is what you say afterward.,1.1775651496213138e-05,Die belangriker kwessie is wat jy later sal spyt.,7.118784109004558e-06
4054,Translate this sentence from eng to afr: Trump's wife is an immigrant .,1.338739100370174e-05,Trump se vrou was dan immers 'n immigrant.,4.771667730130192e-06
4055,Translate this sentence from eng to afr: heathrow airport.,1.629751047842216e-05,Vliegveld Heathrow.,2.873618714454301e-05
4056,Translate this sentence from eng to afr: everything that she sits on shall be unclean.,4.4580574103324215e-06,"... en alles waar sy op sit, sal onrein wees.",4.036360332237018e-06
4057,Translate this sentence from eng to afr: Please ensure that you have installed and internet access.,6.270657125776866e-06,Maak asseblief seker dat jy Framework geïnstalleer en toegang tot die internet het NET..,1.1427987557157238e-05
4058,Translate this sentence from eng to afr: Happy can have various meanings,1.5753172803511002e-05,heilig kan verskillende betekenisse,1.0125276829396976e-05
4059,"Translate this sentence from eng to afr: If, when I've acknowledged their existence within me, I accept these qualities, I won't be deeply offended by someone else who has them.",3.2003768420602918e-06,"As ek, wanneer ek hul bestaan   in my erken het, hierdie eienskappe aanvaar, sal ek nie ernstig beledig word deur iemand anders wat dit het nie.",1.1380711651662087e-05
4060,Translate this sentence from eng to afr: to forced labour in Germany.,1.3197350015413357e-05,om gedwongen tewerkstelling in Duitsland te ontlopen.,1.8592824778801463e-05
4061,Translate this sentence from eng to afr: Tell them some words of God.,8.895435973243459e-07,vertel het aan Allah swt!,7.268943819309975e-06
4062,Translate this sentence from eng to afr: Women's rugby in Germany,1.3410912646755646e-05,Dames Rugby in Duitsland,7.727039738617522e-06
4063,"Translate this sentence from eng to afr: A state of bliss that can be obtained, and Split.",1.2945155991897043e-05,enige weiding wat uitgespaar is en afgestaan kan word;,1.6135227668322885e-05
4064,"Translate this sentence from eng to afr: ""Interesting and comfortable"" 25/09/2017",2.1277160199028396e-05,"""Interessante en onderhoudende"" 25/09/2017",1.8178366378755027e-05
4065,Translate this sentence from eng to afr: Ivy's avoiding me out of spite.,1.1070720850442955e-05,Ick spoey my derwaerts heen.,2.6032983618796616e-05
4066,Translate this sentence from eng to afr: The thickest needle I could find was one of 20 mm.,7.5678737894777364e-06,"Die dikste naald wat ek kon kry, is 20 mm.",1.5504397488730298e-05
4067,Translate this sentence from eng to afr: No doubt it is due to those [goblin watchers].,4.462618480846235e-06,"seker opbrengsmonitors is korrek,",1.0125276829396976e-05
4068,"Translate this sentence from eng to afr: Damned few, but some nonetheless.",5.95280466392613e-06,"Vervloek, maar sommige.",1.2101420751242163e-05
4069,Translate this sentence from eng to afr: A letter from Andy Hampsten.,6.5085386366775124e-06,Die van Andy Hampsten.,3.2537354698989e-05
4070,Translate this sentence from eng to afr: the coloring of planetary nebulae,1.1509164193315832e-05,Drawing Planetary Nebulae,3.630426225372649e-05
4071,"Translate this sentence from eng to afr: Lay them to build bridges that connect us all.""",8.157435946418294e-06,"maak bruggen die ons gaan verbinden.""",1.2101420751242163e-05
4072,Translate this sentence from eng to afr: It has also been used in other flags and emblems.,5.857951111640008e-06,Dit is ook gebruik in ander vlae en embleme.,1.0427239615803433e-05
4073,Translate this sentence from eng to afr: good swimmer.,4.308597888897339e-06,Lekker swim.,1.8152131127309082e-05
4074,Translate this sentence from eng to afr: And I can still see your face.,1.2449869197158263e-05,Ek kan nog steeds sien jou gesig.,1.2937796901061904e-07
4075,"Translate this sentence from eng to afr: Taeg, I have to agree with Rachel there.",9.2914904793264e-06,Jakob ontmoet Rachel daar.,9.143557515244473e-06
4076,Translate this sentence from eng to afr: Jed burst out.,7.704960388958467e-06,Jedi Jaswag out.,2.4203589414299196e-05
4077,"Translate this sentence from eng to afr: Any notebook computer with integrated wireless, a wireless adapter attached to the motherboard by the manufacturer, or a wireless adapter such as a PCMCIA card can access a wireless network.",7.273096581866489e-06,"Enige notebook met 'n geïntegreerde draadlose, kan 'n wireless adapter aan die moederbord deur die vervaardiger, of 'n wireless adapter soos 'n PCMCIA kaart toegang tot 'n draadlose netwerk.",1.8108223698456037e-05
4078,Translate this sentence from eng to afr: The software is quite fast which does not takes longer to convert a video.,4.5375889755201484e-06,Die sagteware is redelik vinnig wat nie neem langer om 'n video te omskep.,1.0134396515837896e-05
4079,"Translate this sentence from eng to afr: Sing all through the forest,",1.2997959923220025e-05,"Sing die hele tuin,",3.381499872468899e-08
4080,Translate this sentence from eng to afr: It really is one of the most beautiful areas in Pretoria.,1.4061757844143083e-05,Dit is regtig een van die mooiste areas in Pretoria.,2.7198737018401142e-05
4081,Translate this sentence from eng to afr: The Importance of Sponsorship in AA.,8.462799221759265e-06,sponsors role in aa,2.1004183045351375e-05
4082,Translate this sentence from eng to afr: A more serious form associated with aseptic meningitis called nonparalytic polio (one to five per cent show neurological symptoms such as sensitivity to light and neck stiffness).,7.478130757833695e-06,'n ernstiger vorm wat verband hou met aseptiese meningitis genaamd nie-paralitiese polio (1-5% toon neurologiese simptome soos ligsensitiwiteit en 'n stywe nek).,1.2539737302423999e-05
4083,"Translate this sentence from eng to afr: If this does not change anything for the dads, it now allows any employee, man or woman, living with the mother to benefit from it, regardless of his relationship of filiation with the child.",2.521159111839934e-06,"As dit niks vir die pa's verander nie, kan dit nou vir enige werknemer, man of vrou wat by die moeder woon, voordeel trek daaruit, ongeag sy verhouding met die kind.",3.893322270943919e-06
4084,"Translate this sentence from eng to afr: If you make a change to a cloned object, all of it's clones will change as well.",5.75458209693027e-06,"As u 'n verandering aan 'n gekloonde voorwerp maak, sal al die klone daarvan ook verander.",8.134502460470162e-06
4085,Translate this sentence from eng to afr: All the rooms in the house are street-facing.,3.826944338942018e-06,Elke huis in hulle straat het al deurgeloop.,6.484861088271448e-06
4086,"Translate this sentence from eng to afr: Even though these benefits cannot be expressed in the same way as standardised test results, the positive neurobiological, cognitive and psychological effects on the brain are well documented.",4.315504989341633e-06,"Selfs al kan hierdie voordele nie op dieselfde wyse as gestandaardiseerde toetsuitslae uitgedruk word nie, is die positiewe neurobiologiese, kognitiewe en sielkundige effekte op die brein goed gedokumenteer.",9.362044726351276e-06
4087,Translate this sentence from eng to afr: take both ways.,4.43712498846324e-05,Gaan beide manier.,6.5170507812188835e-15
4088,Translate this sentence from eng to afr: I think I will have to go shopping!?,7.252297188245764e-06,Nou moet ek eers gaan shopping doen?!,8.220128787690247e-06
4089,Translate this sentence from eng to afr: The Real Solution to Long-Term Fat Loss is Natural...and Easy.,1.2576563714376754e-05,Die werklike oplossing vir langtermyn gewigsverlies is natuurlik ... en maklik.,1.1101221195576101e-05
4090,Translate this sentence from eng to afr: I should get a passport at least.,2.397371175010119e-06,En dan het ek minstens 'n paspoort.,3.278756648853958e-05
4091,Translate this sentence from eng to afr: 'But nobody's whacked them.',7.0045094445076975e-06,"""Maar niemand het hulle geglo nie.""",6.704869789099053e-06
4092,Translate this sentence from eng to afr: Love is definitely the solution to all of our ailments and to the world's problems.,9.67721545142707e-06,Liefde is beslis die oplossing vir al ons kwale en vir die wêreld se probleme.,1.1909402922040925e-05
4093,"Translate this sentence from eng to afr: I kept it in the cold garage not really expecting it to survive, but not ready to throw it away.",2.551151526047483e-06,"Ek het dit in die koue motorhuis gebêre, nie regtig verwag dat dit sou oorleef nie, maar nie gereed om dit weg te gooi nie. lol",7.695800546074714e-06
4094,Translate this sentence from eng to afr: I am frightened at my happiness.,2.999238265445679e-06,Ek vermoed ek is bang vir geluk.,7.0568924698048116e-06
4095,"Translate this sentence from eng to afr: The University of Bologna in Italy is regarded as the world's oldest university, having been founded in 1088.",5.548461838230164e-06,"Die Universiteit van Bologna in Italië word beskou as die oudste universiteit die wêreld se, nadat gestig in 1088.",7.979010405580773e-06
4096,"Translate this sentence from eng to afr: In those days people didn't say ""stay in school.""",4.229360213901878e-09,"dat daar in dié tyd ""niks by die skool aangaan nie.""",9.40586184958762e-06
4097,"Translate this sentence from eng to afr: Well, most of the ones in my",9.882337411825504e-06,Die meeste is in my,0.0003170678388265073
4098,Translate this sentence from eng to afr: That's an insane waste.,6.8327398214158425e-06,hull waste.,2.873618714454301e-05
4099,Translate this sentence from eng to afr: The University of Wisconsin responded quickly.,8.178967839026889e-06,Benedictine University reageer vinnig op.,1.0019960138231946e-05
4100,Translate this sentence from eng to afr: Only once before in the history of,1.3892191550710583e-05,r Only once in Die history of Die,3.5134148902547315e-05
4101,Translate this sentence from eng to afr: God chose the base things of the world to shame the beautiful things of the world.,7.047454692009239e-06,God gebruik die klein dinge van die wêreld om die groot dinge in die skande te steek.,1.3766746288265414e-05
4102,Translate this sentence from eng to afr: You can start reading aloud to your baby as early as you like the earlier the better.,3.070020323187566e-06,"U kan so vroeg as wat u wil aan u baba begin lees; hoe vroeër, hoe beter.",3.094940512881515e-06
4103,Translate this sentence from eng to afr: I think we shouldn't exclude anybody.,7.732163689514364e-06,Maar ek dink nie ons moet enigiemand uitsluit nie.,4.2986702234604955e-06
4104,"Translate this sentence from eng to afr: Saul decided that if a word from above didn't come by a certain time, he would do whatever was needed to save the situation.",9.95596200142603e-07,"Saul het besluit dat as 'n woord van God nie teen 'n sekere tyd gekom het nie, sou hy self doen wat ookal nodig was om die situasie te red.",1.5452975227491627e-05
4105,Translate this sentence from eng to afr: They do this in an attempt to avoid litigation.,1.1909649242316127e-05,Dit is gedoen in 'n poging om konflik te vermy.,2.835612583032116e-05
4106,Translate this sentence from eng to afr: This mark was in use from around 1900 until about 1918.,5.938314793047029e-06,Dit merk was in gebruik van rond 1900 tot ongeveer 1918.,7.771735067277069e-06
4107,"Translate this sentence from eng to afr: The genre starts at the point where science ends.""",9.661835462121056e-06,"""Geloof begin waar die wetenskap eindig.""",6.41475236997535e-08
4108,"Translate this sentence from eng to afr: Because a corporation is a separate business entity, the IRS does not recognize the ""hobby loss"" rules for corporations.",5.453935600001177e-06,"Omdat 'n korporasie 'n afsonderlike sake-entiteit is, erken die IRS nie die ""stokperdjieverlies"" -reëls vir korporasies nie.",9.259897781611759e-06
4109,Translate this sentence from eng to afr: the Soviet Union in 1941.,1.3354805503249543e-05,die Sowjet-Unie in 1961.,2.3461289135557376e-05
4110,Translate this sentence from eng to afr: plz tell me what's wrong with it,2.751775933112271e-06,"Plzzz, tell me wat is d problem",1.7245686554454708e-05
4111,"Translate this sentence from eng to afr: Democrat, who is an officer at pres",1.4226452624999666e-05,PERSAGENT - Politieman die onder druk staat,1.2101805511695851e-05
4112,"Translate this sentence from eng to afr: Commissioner Karmenu Vella, European Commissioner for Environment, Fisheries and Maritime Affairs, expressed his deep satisfaction with the result: ""The establishment of the first major Marine Protected Area in Antarctic waters is not just an important step for CCAMLR, but also a significant milestone in the European Union's push for comprehensive and more effective international ocean governance.",8.717497512799334e-06,"Kommissaris van die omgewing, visserye en maritieme aangeleenthede, Karmenu Vella, het sy diepte tevredenheid uitgespreek met die resultaat: 'Die oprigting van die eerste groot beskermde mariene gebied in die Antarktiese waters is nie net 'n belangrike stap vir CCAMLR nie, maar ook 'n belangrike mylpaal in die stoot van die Europese Unie vir omvattende en meer effektiewe internasionale oseaanbestuur.",1.0279495857687395e-05
4113,Translate this sentence from eng to afr: somehow it's not viewed as prostitution.,1.2024737473212183e-05,Baie beskou dit nie as 'n vorm van prostitusie nie.,8.927576489543712e-06
4114,Translate this sentence from eng to afr: ed sheeran - shape of you (lyrics) live,8.145366383018348e-06,Ed Sheeran - Shape of you klik,1.3106755603654887e-05
4115,Translate this sentence from eng to afr: Use a minimum of two eye-bolts under the floor to keep the base of the tree house firmly attached.,4.57419417728168e-06,Gebruik 'n minimum van twee eye-boute onder die vloer tot by die basis van die boom huis stewig te hou.,5.081675170758483e-06
4116,Translate this sentence from eng to afr: People gathered to worship in Jerusalem (18-24),1.243735155524279e-05,Mense kom bymekaar om in Jerusalem te aanbid (18-24),1.0627038579405992e-05
4117,Translate this sentence from eng to afr: $29 USD every month,1.8108694456617327e-05,€29 Elke 1 maand,9.076065563431626e-06
4118,Translate this sentence from eng to afr: The number one reason why people fail when they try to change their diet.,1.7427422017688107e-06,Redes waarom mense misluk wanneer hulle probeer om te verander,5.765086738918756e-06
4119,"Translate this sentence from eng to afr: JoAnne: Sure, that's why she's doing it.",2.7518528518796573e-06,"Ja, dis hoekom sy dit doen.",1.491955588846338e-09
4120,Translate this sentence from eng to afr: A flagship for Admiral...,9.053197124999788e-06,"Spotprent op admiraal Appleton,...",2.3444159135703128e-05
4121,Translate this sentence from eng to afr: The official Crown Prince Court - Abu Dhabi app is a free app that allows you to browse the latest Press Releases and photo gallery that are related to His Highness Sheikh Mohamed Bin Zayed Al Nahyan in an easy and fast way.,6.952164740068878e-06,Die amptelike kroonprins Hof - Abu Dhabi app is 'n gratis app wat toelaat dat jy die nuutste persvrystellings en foto gallery wat verwant is aan Sy Hoogheid Sheikh Mohamed Bin Zayed Al Nahyan in 'n maklike en vinnige manier om te blaai.,9.123242964232808e-06
4122,Translate this sentence from eng to afr: This process of sight memory is illustrated by the printing of pictures from the film or plate after it has been developed.,6.1421232705620165e-06,Hierdie proses van siggeheue word geïllustreer deur die druk van prente uit die film of plaat nadat dit ontwikkel is.,7.633566812346194e-06
4123,Translate this sentence from eng to afr: softens the soil for easier removal.,2.051018246614922e-05,Loosens soil for easier weeding.,2.262192636518651e-05
4124,"Translate this sentence from eng to afr: As you move towards your desired outcome, you'll find new objectives emerging.",3.900276951963625e-06,"Soos u na die gewenste uitkoms beweeg, sal u nuwe doelwitte opduik.",7.170856239729758e-06
4125,Translate this sentence from eng to afr: Web applications should be seen as a project that will start and then evolve.,6.008162352117903e-06,Webtoepassings moet gesien word as 'n projek wat sal Begin en dan ontwikkel.,7.388067681394236e-06
4126,Translate this sentence from eng to afr: Cut it out with the strawman arguments.,6.838625417186687e-06,Stop met die strawman argumenten.,1.4522959966310083e-05
4127,Translate this sentence from eng to afr: Sound The Trumpet...,2.0502622581996165e-05,Soem as trompetas...,2.4202841502484326e-05
4128,"Translate this sentence from eng to afr: In doing so, some are spurning democracy and being seduced by the pseudo-certainty and control of fake.",5.345564739911215e-06,"Deur dit te doen, is sommige 'n demokrasie en word verlei deur die pseudosekerheid en beheer van valse nuus en politieke sterkmans.",8.359173519245082e-06
4129,"Translate this sentence from eng to afr: Usenet evangelists, if they were prone to talking about it, would probably tell you that no one has ever been arrested as a result of a Usenet download.",7.902664732411507e-06,"As hulle geneig was om daaroor te praat, sou usenet-evangeliste u waarskynlik vertel dat niemand nog ooit gearresteer is as gevolg van 'n Usenet-aflaai nie.",4.363955778218627e-06
4130,"Translate this sentence from eng to afr: Many were socially isolated, fearful of the double discrimination against old age and Aids, and fretted about the day when they ultimately would be admitted to hospital or a nursing home.",7.281292005075718e-06,"Baie van hulle leef in isolasie, vrees dubbele diskriminasie weens ouderdom en siekte en is versot op die dag dat hulle in 'n hospitaal of ouerhuis opgeneem word..",8.802896006187285e-06
4131,"Translate this sentence from eng to afr: Jane says ""I'm done with Sergio""",5.4967634149154886e-06,"Jane sê, ""Ek is klaar met Sergio.",1.7228722928393792e-05
4132,Translate this sentence from eng to afr: The course is packed with useful information.,1.0651811776517216e-05,Die kurses is goed uiteengesit met nuttige inligting.,1.6501044552345666e-05
4133,Translate this sentence from eng to afr: The Conversation: Why losing a dog can be harder than losing a relative or friend.,7.177461166313342e-06,Artikel word hier voortgesit: Hoekom verloor 'n hond kan moeiliker wees as om 'n verwant of vriend te verloor,4.613960980536609e-06
4134,Translate this sentence from eng to afr: Cy Twombly's home in Rome,1.0344131004766174e-05,Cy Twombly's bedroom in Rome.,1.5743558673150532e-05
4135,"Translate this sentence from eng to afr: ""Those who are making allegations, particularly outside this forum, should come to the commission and say what they have to say under oath and subject themselves to cross-examination.",3.3083428707396317e-06,"""Diegene wat die aantygings maak, veral buite dié forum, moet na die kommissie kom en onder eed sê wat hulle te sê het en hulle aan kruisondervraging onderwerp.",7.884298309487453e-06
4136,Translate this sentence from eng to afr: Europeans sold goods for less than the cost of production.,1.2537206898648061e-05,Europeërs het goedere vir minder as die produksiekoste verkoop.,1.001302381872566e-05
4137,"Translate this sentence from eng to afr: Final Regression Testing: A ""final regression testing"" is performed to validate the build that hasn't changed for a period of time.",8.569786711156036e-06,"Finale Regressie Toetse: - 'n ""finale regressie toets"" uitgevoer word om die opbou wat nie vir 'n tydperk van tyd verander het bekragtig.",7.784760648124415e-06
4138,"Translate this sentence from eng to afr: What if you hit the bullseye, focused on your relationship with God, and the community around you, and let God take care of all those outer rings?",4.112884974515522e-06,"Het jy al ooit daaraan gedink dat as jy toelaat dat daar verwydering tussen jou en God kom, ander mense rondom jou ook daaronder sal ly?",6.758596351076456e-06
4139,"Translate this sentence from eng to afr: In winter, on the contrary, it is recommended to illuminate them with the help of special lamps.",4.8228684772647765e-06,"In die winter, integendeel, word dit aanbeveel om hulle met behulp van spesiale lampe te verlig.",1.008142234627319e-05
4140,"Translate this sentence from eng to afr: When Madison tried to imagine what the new Congress would look like, he rightfully anticipated that for a long time, it would consist mostly of amateur lawmakers.",7.022373149196626e-06,"Toe Madison probeer om voor te stel hoe die nuwe kongres sou lyk, het hy mettertyd verwag dat dit lankal sou bestaan   uit amateur wetgewers.",5.662227948128547e-06
4141,"Translate this sentence from eng to afr: Research going back to 2004 indicates that the survivor's tumor ""microenvironment"" is the main factor determining overall survival time with follicular lymphoma, not the treatments taken.",7.353615567960104e-06,"Navorsing terug te gaan na 2004 dui daarop dat die oorlewende se tumor ""mikro"" is die belangrikste faktor wat algehele oorlewing tyd saam met follikulêre limfoom, nie die behandeling geneem.",8.979759798791295e-06
4142,"Translate this sentence from eng to afr: Sometimes you might not know why your baby is crying, but it's still important to comfort him.",2.3071036000174593e-06,"Soms weet u miskien nie hoekom u baba huil nie, maar dit is tog belangrik om haar te troos.",2.9607367325402987e-06
4143,Translate this sentence from eng to afr: A TV room to relax.,2.0991818110630455e-05,Gerieflike TV kamer om in te ontspan.,4.216988048779844e-06
4144,"Translate this sentence from eng to afr: ""We shall see,"" said Howe, ""that which meets our vision.",8.738236014503188e-06,Hy het bygevoeg: 'Ons kan dit sien in die [soek] geskiedenis.,1.7584685193148486e-05
4145,Translate this sentence from eng to afr: We'll be waiting for you;),1.395701895389542e-05,Ons wag vir jou 😉,1.6859177497834863e-05
4146,Translate this sentence from eng to afr: Stars for free.,3.894792686313783e-05,die Stars gratis,2.809862896890959e-05
4147,Translate this sentence from eng to afr: and his throne as the days of Heaven.,1.886067082854908e-05,En sy troon soos die dae van die hemel.+,2.860144906942543e-05
4148,"Translate this sentence from eng to afr: At 20, 30, 40 or 50 hormonal changes can lead to dark spots.",3.1137213248399105e-06,"Hormoonveranderinge op 20, 30, 40 of 50 Hormoonveranderinge kan selfs hiperpigmentasie tot gevolg hê.",1.0813298230167187e-05
4149,Translate this sentence from eng to afr: And we go back to the beginning 16.,4.048974914460262e-06,We Die to Begin 16.,1.2758198446681882e-06
4150,"Translate this sentence from eng to afr: ""Every Tom, Dick, and Harry is named William.""",7.030170695873853e-06,Elke Tom Dick en Harry se naam is Harry,8.874790636022342e-06
