,source,source_delfy,target,target_delfy
6524,Translate this sentence from eng to fil: This is a great example of the law of unintended consequences at work.,6.215631638554426e-06,Ito ay isang halimbawa ng doktrina ng hindi inaasahang mga kahihinatnan sa trabaho.,2.5092433032990806e-05
6525,Translate this sentence from eng to fil: I really wanted to like John.,1.691289505808951e-05,Mahal ko naman talaga 'yang si John.,2.99409869704373e-06
6526,Translate this sentence from eng to fil: Jane always has a solution.,5.47690721143817e-06,Lagi may solusyon jan,6.268889306911463e-06
6527,"Translate this sentence from eng to fil: Doubt is our product since it is the best means of competing with the ""body of fact"" that exists in the mind of the general public.",1.7328420095087724e-06,Ang pag-aalinlangan ay ang aming produkto dahil ito ay ang pinakamahusay na paraan ng pakikipagkumpitensya sa 'katawan ng katotohanan' na umiiral sa isip ng publiko.,1.531210040409228e-05
6528,Translate this sentence from eng to fil: What will become of those who seek refuge in the sky.,4.055431540206453e-06,Maliligtas na niya sa impyerno ang mga nakatira sa Barrio Paraiso?,1.3164504045981987e-05
6529,"Translate this sentence from eng to fil: The Syrian Observatory for Human Rights, a Britain-based monitor, said the militant group had recaptured large swathes of territory from government forces in the fighting on Thursday.",6.2568248531642204e-06,"Ayon sa Syrian Observatory for Human Rights, isang Britain-based monitor, muling nabawi ng jihadist group ang malawak na bahagi ng teritoryo mula sa government forces sa naganap na labanan nitong Huwebes.",8.674010839342853e-06
6530,"Translate this sentence from eng to fil: John Wayne was born on May 9, 1989 and was raised by her grandparents.",6.541996565076651e-06,"Ang young star na si John Wayne Sace ay ipinanganak noong May 9, 1989 at pinalaki ng kanilang lolo at lola.",1.045084411245373e-05
6531,Translate this sentence from eng to fil: - I'd prefer to eat at home.,7.433679455344401e-06,Mas gusto ko kumain sa bahay.,1.3447646371795817e-06
6532,"Translate this sentence from eng to fil: And then they told him that they had to talk to him, and we didn't know what it was about.",3.779106642447529e-11,"At pagkatapos ay sinabi nila sa kanya na kailangan nilang makausap, at hindi namin alam kung ano ito.",1.4422031819053159e-05
6533,Translate this sentence from eng to fil: You should also start getting some support from the people around you.,1.1426757227031804e-07,Kailangan mo ring humingi ng tulong sa mga taong nakapaligid sa'yo.,5.016535402896268e-06
6534,"Translate this sentence from eng to fil: If it is inaccurate, please check that you aren't being affected by a magnetic field and the sensors become weakened by age.",6.1524087175609754e-06,"Kung ito ay hindi tumpak, mangyaring suriin na ikaw ay hindi apektado sa pamamagitan ng isang magnetic field at ang mga sensor maging...",7.393849297001325e-06
6535,"Translate this sentence from eng to fil: You are a special person in my life,",2.666439839455683e-06,"Isa ka sa mga espesyal na tao sa aking buhay,",5.9908619389597855e-05
6536,Translate this sentence from eng to fil: There are two possible things which you can do when you encounter such a situation.,7.394954943977177e-07,I have two things to share na pwede mong gawin kung yan ang sitwasyon na kinakaharap mo.,1.1781992398311658e-05
6537,Translate this sentence from eng to fil: I believe doing good deeds are good and it warms people hearts.,1.580859526516819e-06,Naniniwala ako paggawa mabuting gawa ang mga magandang at ito warms mga tao puso.,2.434558900985667e-06
6538,Translate this sentence from eng to fil: Think about how your actions affect other people.,8.859086283511746e-06,Alalahanin na ang iyong mga aksyon ay nakakaapekto sa ibang tao.,2.94335526892332e-05
6539,Translate this sentence from eng to fil: and the next morning I did as I had been commanded.,2.9330747165046988e-06,Aking ginawa nang sumunod na umaga ang gaya ng iniutos sa akin.,1.5410907009414582e-05
6540,"Translate this sentence from eng to fil: Good Evening, As this is my first post, let me wel...",3.1703710388623604e-06,"Good evening, First time ko po ito. at sana mapansin...",4.5618299795271015e-06
6541,Translate this sentence from eng to fil: The possibilities are endless - all you need is a great idea and a reputable e-commerce plugin to get started.,8.382650228729486e-06,Ang mga posibilidad ay walang katapusang - ang kailangan mo lamang ay isang mahusay na ideya at isang kagalang-galang na e-commerce plugin upang makapagsimula.,8.153845724617028e-06
6542,"Translate this sentence from eng to fil: and he can lift me up and see me go forward and I know that he can be glorified.""",3.6117215706530736e-06,"Kasi kaya niya (Guiao) ako kinuha kasi nakikita niya na mayroon pa kong pwede i-improve,"" he said.",4.015198703884755e-06
6543,"Translate this sentence from eng to fil: He is also the chairman of the Justice and Development Party (AK Parti), which holds a majority of the seats in the Grand National Assembly of Turkey.",7.1003594973587605e-06,"Siya man an Pamayo kan Justice and Development Party, na iyo an partido pulitika na nagkakapot kan mayoriya kan tukawan sa Gran Asamblea Nasyonal kan Turkeya.",1.5341521002450378e-05
6544,"Translate this sentence from eng to fil: It doesn't matter who my father was,",1.0107786757732938e-07,"Hindi mahalaga kung sino ang aking Ama,",1.2745519611215024e-09
6545,Translate this sentence from eng to fil: Therefore the Quraish decided to rebuild it.,7.996723140480887e-06,Kaya ang mga Quraysh ay nagpasyang ipatayo muli ito.,1.1360404856656713e-05
6546,"Translate this sentence from eng to fil: The Android platform includes support for the Bluetooth network stack, which allows a device to wirelessly exchange data bluetooth other Bluetooth devices.",1.141443427851769e-05,Android platform kabilang ang suporta para sa Bluetooth framework na nagbibigay-daan ang isang aparato sa wireless palitan ng data sa iba pang mga Bluetooth device.,8.21903640425603e-06
6547,Translate this sentence from eng to fil: That's how everyone seemed to know him.,3.7593595158821558e-06,Ito ang paniwala ng bawat nakakakilala sa kanya.,1.3504361768109032e-05
6548,Translate this sentence from eng to fil: First you need to decide on the design and material.,1.8217555600210084e-05,Una kailangan mong magpasya sa disenyo at materyal.,1.6674427773766385e-08
6549,Translate this sentence from eng to fil: As long as I can fight,1.3405388818973073e-05,Hangga't Kaya Kong Lumaban,9.8496408443958e-07
6550,Translate this sentence from eng to fil: Doesn't every county in the state have a sheriff?,5.047512633099207e-06,Di ba bawat distrito may Congressman?,6.33684514858021e-06
6551,"Translate this sentence from eng to fil: Since the pressure is usually measured in the sitting position, then the hypertension can not be identified immediately.",6.351496782300147e-06,"Dahil ang presyon ay karaniwang sinusukat sa posisyon ng pag-upo, pagkatapos ay ang hypertension ay hindi maaaring makilala kaagad.",8.192627021020251e-06
6552,Translate this sentence from eng to fil: He was pleased to do it,9.373022876109864e-06,Masaya siyang gawin,2.9528305777774326e-16
6553,Translate this sentence from eng to fil: Your blog is a good 1.,7.453214446421081e-06,nice 1 ang ganda ng blog mo..,1.2175757952338066e-05
6554,Translate this sentence from eng to fil: They're the stretches you will need to do if you'd want to enhance your sex-life,8.243209180477073e-06,Ito ang mga kahabaan na dapat mong gawin kung nais mong pagbutihin ang iyong buhay sa sex,9.392994564120041e-06
6555,Translate this sentence from eng to fil: This is often difficult to show.,3.519220027720317e-05,Kadalasan ito ay mahirap upang ipakita ang.,6.961632410741432e-06
6556,"Translate this sentence from eng to fil: At the end of the year we will be pleased with the fourth part of the saga that the usual world, in essence, is a computer program.",2.525357357049232e-06,"Sa katapusan ng taon ay nalulugod kami sa ikaapat na bahagi ng alamat na ang karaniwang mundo, sa kakanyahan, ay isang programa sa computer.",1.2693074415079086e-05
6557,Translate this sentence from eng to fil: The term country music is used today to describe many styles and sub-genres.,6.592497987093116e-06,Ang terminong musika ng bansa ay ginagamit ngayon upang ilarawan ang maraming estilo at subgenres.,6.917501560862061e-06
6558,"Translate this sentence from eng to fil: In this chapter, a brief description is provided about these levels.",6.682509233369026e-06,"Sa kabanatang ito, ang isang maikling paglalarawan ay ibinigay tungkol sa mga antas.",4.7432371079420055e-06
6559,Translate this sentence from eng to fil: It's not even a case of the free holiday.,3.159065509725776e-06,Kahit hindi ideclare na holiday.,1.329818019658366e-05
6560,Translate this sentence from eng to fil: Surgery to remove the colon and rectum,1.0099718314008092e-05,Operasyon upang matanggal ang colon at rectum,1.460623570102767e-05
6561,"Translate this sentence from eng to fil: If you have web design and coding skills, though, you can decide in favor of a more complex and functional system - WordPress.",2.283354748938701e-06,"Kung mayroon kang mga disenyo ng web at mga kasanayan sa coding, bagaman, maaari kang magpasya sa pabor ng isang mas kumplikado at functional system - WordPress.",4.414412870234863e-06
6562,Translate this sentence from eng to fil: You want to be part of it and feel part of it.,2.2750988819706736e-06,Gusto mong maging bahagi ka at pakiramdam din ito ng bahagi.,7.496250034498433e-07
6563,Translate this sentence from eng to fil: The man was healed by faith in the name of Jesus: 3:16,2.3547982452140132e-06,Ang lalaki ay gumaling dahil sa pananampalataya sa pangalan Ni Jesus:  3:16,4.940821856351864e-06
6564,"Translate this sentence from eng to fil: Because, you know, we can get a warrant.",2.7569535185100754e-06,"But alam mo, may order talaga tayo.",2.5095791413401597e-06
6565,Translate this sentence from eng to fil: That's a lesson he learned from his father.,1.659600067699751e-06,Isang aral na natutunan niya sa kaniyang ama.,3.894934004790231e-06
6566,Translate this sentence from eng to fil: Lots of things I don't like about McCain.,2.8328830722882474e-06,Ang ilang mga bagay na hindi ko gusto tungkol sa Mac?,2.8881196616891117e-05
6567,Translate this sentence from eng to fil: Be sure to leave it down below.,1.289476628431705e-05,Huwag mag-atubiling iwanan ito sa ibaba.,1.5249582559433106e-06
6568,Translate this sentence from eng to fil: She had to find a way into the city.,1.6605553154706518e-06,Kailangang humanap ng ibang daan papasok ng siyudad.,1.5424054047847309e-06
6569,"Translate this sentence from eng to fil: Failed, but that's OK",8.112290384494533e-06,fail pero oks lang ang ganyan,1.1360553110896399e-05
6570,"Translate this sentence from eng to fil: Prayer: ""Arise, O Lord, that Your enemies may be scattered, and those who hate You may flee before You"" (10:35).",5.48998419084851e-06,"Si Beltsasar ay sumagot, at nagsabi, Panginoon ko, ang panaginip ay mangyari nawa sa napopoot sa iyo, at ang kahulugan niyao'y mangyari nawa sa iyong mga kaaway,",3.873020318337535e-06
6571,"Translate this sentence from eng to fil: The version of rugby union is very popular, with notable competitions including the IRB Sevens World Series and the Rugby World Cup Sevens.",1.2532981974266549e-05,"Ang bersyon ng regbi unyon ay tunay popular, na may kapuna-puna competitions kabilang ang IRB Sevens World Series at ang Rugby World Cup Sevens.",1.123109548180804e-05
6572,Translate this sentence from eng to fil: It doesn't mean that he's unable to have friends.,8.121960294338685e-07,Hindi ito nangangahulugang hindi siya maaaring magkaroon ng anumang mga lalaking kaibigan.,1.1752739611905022e-05
6573,Translate this sentence from eng to fil: Sooner or later I'm expecting a bomb shell from my son.,7.737286069641097e-06,"I hope lang na sooner or later, magkaron na ako ng healthcard para sa baby ko.",1.2196222149982398e-05
6574,Translate this sentence from eng to fil: Many plastic products used in our daily life are fabricated using injection molding process.,6.183137053802496e-06,Marami sa mga karaniwang ginagamit na mga produkto na ginagamit sa aming araw-araw na buhay ay manufactured gamit ang iniksyon paghuhulma.,3.7075711399956558e-06
6575,"Translate this sentence from eng to fil: Sa'd said: ""I shall make three supplications in respect of him: O Allah!",2.068429514886723e-06,Sumagot siya: 'Tatlong daan at labing tatlo. [ang bilang ng mga kapahayagan kung ibabatay dito] Sinabi ko: 'O Sugo ng Allah!,3.295028454768085e-06
6576,Translate this sentence from eng to fil: We can take care of the replacement or repair if you want us to and the extra cost will be for your own account.,2.529614140239678e-06,Maaari naming ang bahala sa kapalit o kumpunihin kung nais mo sa amin upang at ang dagdag na gastos ay magiging para sa iyong sariling account.,9.387030449431366e-06
6577,Translate this sentence from eng to fil: I saw that it had been her birthday on Facebook.,4.2738437558124247e-07,Nakita ko nga na birthday niya sa facebook!,4.742930802161492e-06
6578,"Translate this sentence from eng to fil: ""I do not need masters or redeemers.",6.0045507098452405e-06,"""Hindi ako nangangailangan ng mga guro at mga manunubos.",2.4072544208411014e-05
6579,Translate this sentence from eng to fil: He asked that made me stop from walking.,1.0203405256106024e-05,Sabi niya na nag patigil sakin sa pag lalakad.,5.0030028178586065e-06
6580,Translate this sentence from eng to fil: I can also help in the beta testing if you need.,1.1487306323942307e-05,Maaari din akong tumulong sa beta test kung kailangan.,2.8039693976057217e-06
6581,Translate this sentence from eng to fil: @Steve: I haven't seen all of those.,1.0631775235226852e-05,@ vane: Hindi ko pa napapanood lahat.,1.1360404856654745e-05
6582,Translate this sentence from eng to fil: hadn't reached the moon,1.7100398154376482e-05,hindi kami nakarating sa buwan,2.7674345075750734e-06
6583,Translate this sentence from eng to fil: Is it exclusively for the President?,1.0606385704068952e-05,Ang matuwid na daan ba ay para lang sa Presidente?,1.9378970541446584e-05
6584,"Translate this sentence from eng to fil: It doesn't have when he or she was born, or when he or she died.",1.332697553679783e-09,"Hindi ito noong siya ay ipinanganak, nang may nakamit siya o kung kailan siya namatay.",1.8303271685801597e-05
6585,Translate this sentence from eng to fil: that he has only taken a short cut to meet it.,1.3885556432048122e-06,siya ay nakakuha lamang ng maikling cut upang matugunan ito.,7.337191280449284e-06
6586,Translate this sentence from eng to fil: Pay for what you damage.,1.1782048812616541e-05,Bayaran mo ang nasira mo..,6.542508009412052e-06
6587,Translate this sentence from eng to fil: You deserve a mother who is in the present.,6.741609773495321e-06,deserves naman ni mammy kung ano ang katayuan n'ya ngayon.,9.72742488872908e-06
6588,Translate this sentence from eng to fil: Don't work in digital?,1.5220020047606934e-05,Nagtatrabaho sa Involve Digital?,8.520380382490986e-06
6589,"Translate this sentence from eng to fil: ""He knows where his talent comes from.",7.1118066488228525e-06,alam kung saan nanggaling ang kanyang talento.,1.9337772284802863e-06
6590,Translate this sentence from eng to fil: The State of Tennessee is looking at a bill that would allow political campaigns and...,5.119625234756329e-06,Ang Estado ng Tennessee ay naghahanap sa isang bill na papayagan pampulitikang kampanya at mga kandidato upang tanggapin ang mga...,1.205599717700417e-05
6591,"Translate this sentence from eng to fil: ""A nice place for family""",1.4712811141414078e-05,"""magandang lugar para sa pamilya""",4.756524212887748e-09
6592,"Translate this sentence from eng to fil: For example, Goel and colleagues (2015) wanted to study the different ways that tweets can go viral.",6.48127743819713e-06,"Halimbawa, Goel at kasamahan (2015) nais na pag-aralan ang iba't ibang paraan na tweet ay maaaring pumunta viral.",5.478563200430086e-06
6593,Translate this sentence from eng to fil: And they cried out through fear.,6.414822273240665e-06,at nanginginig sila sa takot;,6.816764879189528e-06
6594,"Translate this sentence from eng to fil: That's perhaps why Sen. Bernie Sanders on September 13 introduced a new version of his single-payer plan with the support of 16 Democratic colleagues, a sharp rise from 2013 when none signed on to a similar proposal.",5.5828858370076704e-06,"Iyon ay marahil kung bakit si Sen. Bernie Sanders noong Setyembre 13 ipinakilala ang isang bagong bersyon ng kanyang single-payer plan sa suporta ng 16 Democratic colleagues, isang matalim na tumaas mula sa 2013 kapag wala nang naka-sign in sa isang katulad na panukala.",9.116444792196553e-06
6595,"Translate this sentence from eng to fil: ""What makes humans truly happy?""",3.2163896138633643e-06,"Ano nga ba ang tunay na makapagpapasaya sa tao?""",3.8119500425294662e-06
6596,"Translate this sentence from eng to fil: Some children have all of these things, and others have only one or two.",8.884820599175876e-15,"Ang ilang mga bata ay mayroon ng lahat ng mga bagay na ito, at ang iba ay mayroon lamang isa o dalawa.",7.373564054358809e-05
6597,"Translate this sentence from eng to fil: We tested more than 4,600 Indiana residents as part of the first wave of testing in the study.",6.184089123073317e-06,"Sinubukan namin ang higit sa 4,600 residente ng Indiana bilang bahagi ng unang alon ng pagsubok sa pag-aaral.",6.587906148301213e-06
6598,"Translate this sentence from eng to fil: High penetrating ability, good composition have a natural antioxidant, and jojoba oil.",7.121338220753922e-06,"Mataas na matalim kakayahan, mahusay na komposisyon nagtataglay ng isang likas na antioxidant, at jojoba langis.",7.679630515246585e-06
6599,Translate this sentence from eng to fil: In the united states alone tens of thousands of cocaine exposed babies are born in a year.,4.961098560858518e-06,"Sa Estados Unidos lamang, libu-libong mga sanggol na nalantad sa cocaine ay ipinapanganak bawat taon.",6.834972159550832e-06
6600,Translate this sentence from eng to fil: The use of a VPN prevents this from happening.,2.1624079268903594e-05,Ang paggamit ng isang VPN ay maiiwasan na mangyari ito.,1.755979552287058e-05
6601,"Translate this sentence from eng to fil: Qatari Foreign Minister Sheikh Mohammed bin Abdulrahman Al-Thani told a press conference in Doha that the list of conditions for restoring relations ""is unrealistic and is not actionable.""",1.2906388668820545e-05,"Sinabi ni Qatari Foreign Minister Sheikh Mohammed bin Abdulrahman Al-Thani sa isang press conference sa Doha na ang listahan ng mga kondisyon para mapanumbalik ang mga relasyon ""is unrealistic and is not actionable.""",1.1861874866425953e-05
6602,Translate this sentence from eng to fil: I have found precious truths in the pages of the Old Testament that are key ingredients to the platform of truth that guides my life and acts as a resource when I try to share a gospel message with others.,2.90461692474956e-06,May nakita akong mahahalagang katotohanan sa Lumang Tipan na mga pangunahing bahagi sa saligan ng katotohanan na gumagabay sa aking buhay at napagkukunan ko ng kaalaman kapag sinisikap kong ibahagi ang mensahe ng ebanghelyo sa iba.,3.634408950364032e-06
6603,"Translate this sentence from eng to fil: Some will work quite properly, while others are a waste of money.",6.842942003399617e-06,"Ang ilan ay gumagana nang maayos, habang ang iba ay isang pag-aaksaya ng pera.",2.52357645138901e-06
6604,Translate this sentence from eng to fil: Your love makes me fly.,4.110683834786624e-06,Animo'y nililipad ako ng iyong pagmamahal.,1.1360424162769535e-05
6605,Translate this sentence from eng to fil: I think you would be much happier with a BOB setup.,5.678216329602306e-06,Sa palagay ko mas magiging masaya ka sa lalaking walang sabit.,3.1098406992073623e-06
6606,"Translate this sentence from eng to fil: before they kill us.""",2.647383433018166e-05,"dalahin pagkatapos pinapatay nila kami.""",1.0790624562495168e-05
6607,Translate this sentence from eng to fil: I didn't feel that point and was very confused.,4.096795057238205e-06,Hindi ko makalimutan yung tagpo na iyon at sobra akong nakonsensya.,6.870675995614356e-06
6608,Translate this sentence from eng to fil: Our hotels in The Netherlands,8.739257963803598e-06,Ang aming Mga Hotel sa Balkans,8.683553485791467e-06
6609,Translate this sentence from eng to fil: Don't Wait for the Pandemic to End,2.37192902876399e-05,Huwag Hintaying Magwakas ang Pandemya,1.44204570922891e-05
6610,"Translate this sentence from eng to fil: At the time when it was written, before it was in print",7.077251554043319e-06,"Dati nang nakaguhit, bago pa man maisulat,",7.707588979437767e-06
6611,"Translate this sentence from eng to fil: Real estate, as said time and again, has been slowly picking up from where it left off in 1996, hè, aggressive buying by local bred people who are now residing in various parts of the world, particularly the United States of America and Canada regions.",4.131373913224163e-06,"[object Window], tulad ng sinabi ng oras at muli, ay dahan-dahan sa pagpili ng up mula sa kung saan ito kaliwa off sa 1996, iyon ay, agresibo pagbili sa pamamagitan ng mga lokal na makapal na tabla sa mga tao na ngayon ay namamalagi sa iba ' t-ibang bahagi ng mundo, lalo na ang Estados Unidos ng Amerika at Canada rehiyon.",8.946190586897056e-06
6612,Translate this sentence from eng to fil: Then I decided to do something about it!,5.0020224407721965e-06,"Kaya, nagpasiya akong gumawa ng isang bagay tungkol dito!",2.7861729339959994e-06
6613,Translate this sentence from eng to fil: You are now connected to the internet with OpenVPN over SSH!,5.471471227152076e-06,Kumokonekta ka na ngayon sa internet kasama ang OpenVPN sa SSH!,9.294876922698649e-06
6614,"Translate this sentence from eng to fil: Software quality assurance, where software is fixed to quality.",1.0155939931525777e-05,"Isang software Quality Assurance, kung saan ang software na ito ay na-audit para sa kalidad",6.8174039183869824e-06
6615,Translate this sentence from eng to fil: (3) Stop worrying (Phil.,1.8447718122390683e-05,Upang huwag mabalisa (Fil.,1.7040607284982117e-05
6616,"Translate this sentence from eng to fil: ""I think you'll want to be with us now.""",5.159495382862843e-06,"""Parang gusto kitang makasama ngayon eh.""",3.3566166619215125e-06
6617,"Translate this sentence from eng to fil: Fill in the blanks with my, your, his, her, or their.",8.582761326808915e-06,"Salugar ng mga gamitin lamangang kanyang, ang kanyang, kanilang, o ang iyong.",5.695242531426989e-06
6618,"Translate this sentence from eng to fil: With a heavy heart, I wound my way out of the campus.",1.2419006325464438e-05,Mabigat ang dibdib kong nilakad ang daan palabas ng eskuwela.,7.152921546523794e-06
6619,"Translate this sentence from eng to fil: (2) The point T is the triangle center X (57) in Kimberling's ETC; in fact, T is the isogonal conjugate of the Mitten point X (9).",1.3387428777953856e-05," (2) Ang point T ay ang sentro ng tatsulok X (57) sa Kimberling's ETC, sa katunayan, T ay ang isogonal kondyugeyt ng guwante point X (9).",7.946494123176318e-06
6620,"Translate this sentence from eng to fil: Dr. Hymers, please come and close the service.",6.266532373437989e-06,"Dr. Hymers, magpunta ka at isara ang paglilingkod.",3.675397959456071e-06
6621,Translate this sentence from eng to fil: the decisions made in favor of the citizens?,1.1338078618404381e-05,Mga pagtulong na nagawa ng pamahalaan saa mga mamamayan?,4.990252601425936e-06
6622,Translate this sentence from eng to fil: Your home may be worth more than you think,1.4628018559468501e-09,Inyong ma tahanan ay maaaring nagkakahalagang higit pa sa inaakala ninyo,1.37487655520823e-05
6623,Translate this sentence from eng to fil: They're open to anything.,4.236001826100096e-05,Bukas sila sa kahit na anong bagay.,5.902667464211615e-07
6624,"Translate this sentence from eng to fil: As D.K. Johnson said: ""There is nothing left for the soul to do.""""__",7.415516475329875e-06,"Tulad ng Sinabi ni DK Johnson: ""Wala nang natitira para sa kaluluwa.""",5.319835742894151e-06
6625,"Translate this sentence from eng to fil: ""It's like 18 says.",1.4321726750092977e-05,"""18 na daw siya sabi niya e.",1.0389341994498727e-06
6626,Translate this sentence from eng to fil: I'm still finalizing my goals for 2014.,4.3507194372554455e-06,Tanda ko pa kasi ang mga faith goals ko for 2014.,7.575495314789595e-06
6627,Translate this sentence from eng to fil: A request for information (RFI) is a proposal requested from a potential seller or a service provider to determine what products and services are potentially available in the marketplace to meet a buyer's needs and to know the capability of a seller in terms of offerings and strengths of the seller.,8.832967199409316e-06,RFI - Ang isang kahilingan para sa impormasyon (RFI) ay isang panukala hiniling mula sa isang potensyal na nagbebenta o isang service provider upang matukoy kung anong mga produkto at serbisyo ay potensyal na magagamit sa merkado upang matugunan ang mga pangangailangan ng isang bumibili at upang malaman ang kakayahan ng isang nagbebenta sa mga tuntunin ng mga handog at lakas ng nagbebenta.,1.405460583559035e-05
6628,Translate this sentence from eng to fil: Die Fanauswahl: my school doesn't have a uniform,5.977178956602603e-06,ang napili ng mga taga-hanga: my school doesn't have a uniform,5.935564518905885e-06
6629,"Translate this sentence from eng to fil: It is a prophetic work, like the work done by the prophets",2.5514191012455976e-06,"kanilang mga gawain, at ito ay bilang pampalubag-loob kay Propeta",5.423908805060871e-06
6630,Translate this sentence from eng to fil: I want to see a live show.,1.8625845148606645e-05,Gusto kong makapanood ng live show.,4.197180881367842e-06
6631,Translate this sentence from eng to fil: The worship of his Father had to be kept clean!,7.914117299305435e-06,Ang pagsamba sa kaniyang Ama ay dapat mapanatiling malinis!,2.449862070435081e-06
6632,Translate this sentence from eng to fil: Hope for the same things as you.,3.750980130521573e-05,Para sa mga paasang katulad mo.,5.752421779842137e-06
6633,Translate this sentence from eng to fil: The beauty of the Red-throated Loon,1.7766325399434864e-05,Ang ganda ng color pay-off,1.7628193734548306e-05
6634,Translate this sentence from eng to fil: In the near future we plan to add more courses including Natural Language Processing and Artificial Intelligence.,4.551349161570083e-06,Sa malapit na hinaharap plano naming magdagdag ng higit pang mga kurso kabilang ang Natural Language Processing at Artificial Intelligence.,6.571154314019656e-06
6635,Translate this sentence from eng to fil: The answer is - YOU can!,5.4019716577861724e-05,Sagot namin - magagawa mo!,3.0107706941094873e-11
6636,Translate this sentence from eng to fil: Show me the heat...,1.498528752636443e-05,Ipakita sa akin ang isang bagay hot ...,1.4715932759130968e-05
6637,Translate this sentence from eng to fil: We can burn hours on social media or in front of the television.,1.7372749192442035e-06,Maaari tayong magsunog ng oras sa social media o sa harap ng telebisyon.,1.0933128514086307e-05
6638,"Translate this sentence from eng to fil: When it comes to SEO, there are tons of WordPress plugins to choose from, many of which can be very useful in improving your site's overall On-Page SEO.",3.989636827903051e-06,"Pagdating sa SEO, may mga toneladang plugin ng WordPress na pipiliin, marami sa mga ito ay maaaring maging kapaki-pakinabang sa pagpapabuti ng pangkalahatang On-Page SEO ng iyong site..",9.580578775365677e-06
6639,"Translate this sentence from eng to fil: When you submit an image to Instagram, you've the option to share it on different social media accounts, like your Facebook or Twitter.",8.943964458936356e-07,"Kapag nag-post ka ng isang imahe sa Instagram, mayroon kang pagpipilian upang ibahagi ito sa iba pang mga social media account, tulad ng iyong Facebook o Twitter.",3.866902570702614e-06
6640,Translate this sentence from eng to fil: the second train came along.,2.7665107596425988e-05,Dumating ang pangalawang tren.,9.892173620234242e-09
6641,Translate this sentence from eng to fil: I told him without any hint of emotions.,3.9971183542030445e-06,Tinignan ko siya ng walang bahid na kahit anong emosyon.,7.897976659455179e-06
6642,"Translate this sentence from eng to fil: The truth is, it is globally warming the planet today.""",9.74851073566574e-06,"Hay, dumadami na ang bakla sa mundo ngayon!""",1.891146194922114e-05
6643,Translate this sentence from eng to fil: The women were also instrumental in mobilizing support for the Cuban 5 political prisoners held in the U.S.,7.601928104064382e-06,Naging instrumento rin umano ang Santo Papa sa pagpapalaya ng tinaguriang mga bilanggong pulitikal na Cuban 5 sa US.,6.972168581520182e-06
6644,Translate this sentence from eng to fil: Faith Mission of Tanzania's organization as a newspaper Flames are with and supports a number of years.,4.306109981457634e-06,Faith Mission ng samahan Tanzania bilang Flames pahayagan ay may at ay sumusuporta sa isang bilang ng mga taon.,9.246981238608672e-06
6645,Translate this sentence from eng to fil: I was shocked to see them coming up.,4.401789828117777e-06,Nagulat ako ng Makita kong nandun sila.,1.4218164349353668e-06
6646,Translate this sentence from eng to fil: The world is said to be global village.,9.743162716803427e-06,Sinasabi na ang mundo ay isang pandaigdigang pamayanan.,2.4629622790362058e-05
6647,Translate this sentence from eng to fil: English title: Fighting Spirit.,5.21330603505703e-06,Titulo Ingles: Fighting Spirit,1.934680419681289e-05
6648,"Translate this sentence from eng to fil: For those over 35 years old, smoking while using the ring increases the risk of certain side effects.",1.608280691045474e-06,"Para sa mga babaeng mahigit 35 taong gulang, ang paninigarilyo habang ginagamit ang ring ay nagpapalaki ng panganib na makaranas ng mga partikular na side effect.",4.721088942071901e-06
6649,Translate this sentence from eng to fil: You have said almost everything...,1.6602312763966088e-05,nasabi mo na halos lahat......,2.142167856955193e-06
6650,"Translate this sentence from eng to fil: Living with the perspective of taking care of others, instead of yourself.",2.037778526443561e-06,Ang pamumuhay sa ideya ng layunin ng ibang tao sa halip na ang iyong sarili.,5.779462099678107e-05
6651,Translate this sentence from eng to fil: (A metal box on wheels you don't want to be seen dead in.),6.930170479204521e-06, (Isang kahon na metal sa mga gulong na hindi mo nais na makitang patay.),1.9441219836902272e-05
6652,"Translate this sentence from eng to fil: Since the number one source of it is tea, sipping a cup of green tea is a great quick way to get some relaxing L-theanine and take a little break from the worries of your day.",5.067796250229621e-06,"Dahil ang bilang isa sa pinagmulan ng L-theanine ay tsaa, na hithit ng isang tasa ng tsaa ay isang mahusay na paraan upang makakuha ng ilang mga nakakarelaks na L-theanine at tumagal ng isang maliit na pahinga mula sa mga alalahanin ng iyong araw.",1.7895232057544676e-05
6653,Translate this sentence from eng to fil: You're talking about him aren't you.,9.757400916690657e-07,"Kayo ay nagsasalita ng tungkol sa Kanya, hindi ba?",4.2849878019077314e-05
6654,"Translate this sentence from eng to fil: Another 8% of persons with hemolytic uremic syndrome have other lifelong complications, such as high-pitched blood affliction, seizures, blindness, paralysis, and the effects of having section of their bowel removed.",8.920620556977975e-06,"At may karagdagang 8% ng mga taong may hemolytic uremic syndrome ang may ibang mga habang-buhay na komplikasyon, tulad ng altapresyon, seizures, pagkabulag, paralysis, at ng mga epekto ng pagpapatanggal ng bahagi ng kanilang tiyan.",8.871833513930147e-06
6655,"Translate this sentence from eng to fil: For renewal of vows, present a copy of the Catholic Marriage Contract.",5.263100695851883e-06,Para sa renewal of vows - Dalhin ang kopya ng Catholic Marriage Contract.,7.814719757654476e-06
6656,Translate this sentence from eng to fil: Looking back at what I've done,2.3174085588450968e-10,Sa pagbalik-tanaw ng ginawa ko ngayon,5.680206736060365e-06
